"1:nrow(y_train)","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity"
372,-117.22,33.93,14,5104,1026,3513,972,3.2148,"INLAND"
373,-118.05,33.72,17,1875,472,900,406,5.2589,"<1H OCEAN"
374,-118.21,34.08,39,986,361,1347,299,2.2907,"<1H OCEAN"
375,-117.96,34.07,35,2819,529,1508,485,4.6118,"<1H OCEAN"
376,-121.44,38.61,34,172,38,149,55,2.6442,"INLAND"
377,-118.27,34.15,22,2265,637,1684,561,2.6729,"<1H OCEAN"
378,-121.16,38.16,31,1953,366,999,316,2.4906,"INLAND"
379,-120.46,37.65,17,315,89,130,58,1.4464,"INLAND"
380,-118.48,34.19,20,5699,1594,3809,1381,2.8646,"<1H OCEAN"
381,-118.21,33.81,43,905,199,764,204,3.3214,"NEAR OCEAN"
382,-118.29,34.16,31,1262,338,1019,332,3.7083,"<1H OCEAN"
383,-121.31,38.58,10,2421,580,962,497,2.5035,"INLAND"
384,-117.96,33.82,32,2726,556,1513,531,3.7917,"<1H OCEAN"
385,-121.92,37.32,31,1902,554,1485,494,2.4207,"<1H OCEAN"
386,-121.98,37.97,26,2714,390,1232,409,5.9617,"INLAND"
387,-122.34,37.94,31,1611,455,786,411,1.681,"NEAR BAY"
388,-122.25,37.83,52,1279,287,534,291,3.1429,"NEAR BAY"
389,-119.17,34.2,40,1083,319,1843,349,2.3077,"NEAR OCEAN"
390,-120.95,37.64,32,3487,740,1957,685,2.7209,"INLAND"
391,-122.02,37.34,28,2488,396,1190,410,5.7881,"<1H OCEAN"
392,-121.82,37.33,23,3279,647,2582,630,4.3782,"<1H OCEAN"
393,-122.09,37.4,17,748,184,412,180,3.4375,"NEAR BAY"
394,-122.71,37.88,21,2845,552,599,250,4.3125,"NEAR OCEAN"
395,-121.78,37.67,26,2211,344,1024,321,5.2649,"INLAND"
396,-118.01,34.15,52,2234,472,986,439,3.9125,"INLAND"
397,-122.16,37.74,52,771,147,355,144,4.1458,"NEAR BAY"
398,-122.1,37.66,34,656,115,342,112,4.6875,"NEAR BAY"
399,-118.28,33.93,41,936,257,913,226,2.0313,"<1H OCEAN"
400,-122.27,37.86,52,1769,372,849,365,2.6914,"NEAR BAY"
401,-118.04,34.13,39,2485,382,1072,342,6.0878,"INLAND"
402,-118.53,34.22,29,4101,849,2630,867,4.6607,"<1H OCEAN"
403,-122.03,38.3,5,1569,199,713,209,6.6779,"INLAND"
404,-117.81,33.73,19,4022,975,2334,954,3.0305,"<1H OCEAN"
405,-121.29,38.14,34,2770,544,1409,535,3.2338,"INLAND"
406,-118.01,33.76,35,2072,349,1249,317,3.9855,"<1H OCEAN"
407,-121.62,36.67,31,2697,690,2220,665,2.5329,"<1H OCEAN"
408,-118.36,34.03,40,2323,661,1847,614,1.8316,"<1H OCEAN"
409,-119.8,36.7,28,1592,304,962,282,1.3304,"INLAND"
410,-116.4,34.09,9,4855,872,2098,765,3.2723,"INLAND"
411,-121.8,38.55,11,5121,899,2258,901,4.7168,"INLAND"
412,-118.12,33.88,36,1083,218,557,210,3.0795,"<1H OCEAN"
413,-122.04,36.96,42,538,107,200,104,2.1667,"NEAR OCEAN"
414,-122.36,37.92,52,215,41,126,43,1.3929,"NEAR BAY"
415,-120.46,37.31,35,2042,378,953,356,2.7344,"INLAND"
416,-121.9,37.35,42,2082,626,1396,610,3.25,"<1H OCEAN"
417,-122.19,37.77,41,2036,510,1412,454,2.0469,"NEAR BAY"
418,-118.16,34.09,52,1722,448,1122,425,3.1204,"<1H OCEAN"
419,-117.31,34.15,34,2037,385,1195,391,3.9231,"INLAND"
420,-119.72,34.43,30,2491,656,1091,576,2.5139,"<1H OCEAN"
421,-118.27,33.98,39,2062,588,1933,570,1.3801,"<1H OCEAN"
422,-118.27,34.24,30,2180,369,1050,390,6.3688,"<1H OCEAN"
423,-116.93,32.79,19,3354,NA,1948,682,3.0192,"<1H OCEAN"
424,-118.44,35.13,21,1899,447,1133,391,1.8636,"INLAND"
425,-121.27,38.11,15,2039,384,1178,375,3.8672,"INLAND"
426,-122.83,38.89,11,640,134,268,90,3.4514,"<1H OCEAN"
427,-117.09,32.76,43,3889,711,1466,663,3.5529,"NEAR OCEAN"
428,-121.02,37.64,42,1437,307,1035,284,2.1036,"INLAND"
429,-121.77,36.93,20,2587,547,1534,540,2.4375,"<1H OCEAN"
430,-118.28,33.73,39,2602,802,2178,737,2.0469,"NEAR OCEAN"
431,-118.31,36.94,35,2563,530,861,371,2.325,"INLAND"
432,-115.8,33.26,2,96,18,30,16,5.3374,"INLAND"
433,-118.19,34.05,42,1291,345,1535,332,1.9083,"<1H OCEAN"
434,-121.84,37.37,42,1237,232,900,241,3.8571,"<1H OCEAN"
435,-117.41,34.08,38,1541,290,861,299,3.5655,"INLAND"
436,-118.18,33.88,42,2326,503,1832,501,3.1713,"<1H OCEAN"
437,-118.06,33.73,16,4392,602,1490,578,10.5424,"<1H OCEAN"
438,-120.64,40.41,50,1741,424,987,383,1.5066,"INLAND"
439,-118.34,33.92,29,1475,349,965,370,3.3558,"<1H OCEAN"
440,-121.47,38.54,36,2099,510,1845,483,1.4138,"INLAND"
441,-117.05,32.56,17,985,233,811,223,2.875,"NEAR OCEAN"
442,-122.04,37.36,26,3298,460,1241,472,6.8753,"<1H OCEAN"
443,-117.67,33.64,11,2722,554,1565,508,5.1645,"<1H OCEAN"
444,-117.34,34.13,29,1494,286,991,280,2.125,"INLAND"
445,-118.02,33.86,26,2342,383,1290,394,5.6677,"<1H OCEAN"
446,-117.94,33.65,20,5476,1073,2327,963,5.6637,"<1H OCEAN"
447,-118.31,34.09,34,2065,839,2626,775,1.8214,"<1H OCEAN"
448,-117.08,32.62,36,1674,309,818,307,3.4773,"NEAR OCEAN"
449,-117.28,34.06,2,1658,290,868,304,5.1365,"INLAND"
450,-121.81,39.7,21,5051,1054,2948,980,1.5863,"INLAND"
451,-118.38,34.08,48,1226,288,370,264,3.9375,"<1H OCEAN"
452,-124.16,41.92,19,1668,324,841,283,2.1336,"NEAR OCEAN"
453,-120.69,35.62,43,3044,652,1456,608,2.4567,"<1H OCEAN"
454,-117.25,34.04,18,5761,1063,2763,1058,4.4472,"INLAND"
455,-114.31,34.19,15,5612,1283,1015,472,1.4936,"INLAND"
456,-116.92,32.82,17,2492,494,1278,439,2.8875,"<1H OCEAN"
457,-117.93,33.65,26,5831,1546,4738,1477,3.1483,"<1H OCEAN"
458,-118.07,33.88,18,2436,375,1303,386,6.1968,"<1H OCEAN"
459,-122.7,38.35,16,1328,187,607,197,5.0366,"<1H OCEAN"
460,-118.99,35.3,33,2248,434,1461,405,2.9402,"INLAND"
461,-118.06,33.82,24,3983,675,1568,638,4.6458,"<1H OCEAN"
462,-118.36,34.16,32,2455,556,989,493,4.0764,"<1H OCEAN"
463,-121.55,39.5,26,3215,827,2041,737,1.0585,"INLAND"
464,-118.17,33.79,32,2171,672,3002,648,2.375,"NEAR OCEAN"
465,-117.08,33.11,31,1356,324,1301,331,2.5331,"<1H OCEAN"
466,-121.85,39.77,17,5273,1177,2446,1199,1.9362,"INLAND"
467,-120.25,38.03,21,4924,966,1175,454,2.9457,"INLAND"
468,-119.84,36.8,16,2849,506,1508,478,3.4074,"INLAND"
469,-122.48,37.75,52,2515,494,1583,477,4.3393,"NEAR BAY"
470,-121.97,37.35,36,815,126,353,122,6.3191,"<1H OCEAN"
471,-118.02,33.8,16,2956,393,1379,429,8.4952,"<1H OCEAN"
472,-119.81,36.76,51,2419,486,1284,426,2.2029,"INLAND"
473,-119.2,35.37,6,7383,1095,3415,1059,5.3119,"INLAND"
474,-122.42,37.74,52,2019,418,999,448,4.2212,"NEAR BAY"
475,-117.04,32.68,13,2132,425,1345,432,4,"NEAR OCEAN"
476,-118.56,34.24,23,2980,362,1208,378,8.1714,"<1H OCEAN"
477,-122.43,37.72,48,1289,280,782,235,3.6719,"NEAR BAY"
478,-119.69,36.79,13,1736,313,993,314,3.7697,"INLAND"
479,-117.21,32.8,19,786,282,525,229,1.7273,"NEAR OCEAN"
480,-119.02,36.07,39,1173,269,702,232,1.6146,"INLAND"
481,-116.97,32.65,4,16450,2833,7985,2683,5.6631,"NEAR OCEAN"
482,-121.35,38.55,22,2607,411,1216,407,5.0427,"INLAND"
483,-122.09,37.39,36,1035,196,475,205,5.5385,"NEAR BAY"
484,-118.33,33.98,32,1784,489,1472,476,1.6477,"<1H OCEAN"
485,-118.32,34.02,48,1949,308,823,340,3.3906,"<1H OCEAN"
486,-122.12,37.75,28,794,111,329,109,7.6923,"NEAR BAY"
487,-118.32,33.75,33,2996,398,1048,387,9.267,"NEAR OCEAN"
488,-122.42,37.79,52,3364,1100,2112,1045,2.1343,"NEAR BAY"
489,-124.15,40.78,36,2112,374,829,368,3.3984,"NEAR OCEAN"
490,-123.58,39.66,15,1839,489,887,332,2.2429,"<1H OCEAN"
491,-121.92,38.57,10,1320,246,898,228,1.9327,"INLAND"
492,-122.4,37.73,50,1947,411,1170,384,3.4769,"NEAR BAY"
493,-122.72,38.88,29,2781,NA,890,310,1.9906,"INLAND"
494,-117.13,32.7,42,1210,292,945,258,0.8991,"NEAR OCEAN"
495,-119.55,36.7,31,1671,372,1371,347,2.3687,"INLAND"
496,-122.21,37.47,33,1266,415,1991,334,2.92,"NEAR OCEAN"
497,-117.26,32.81,30,1328,346,577,328,2.3284,"NEAR OCEAN"
498,-121.26,37.98,32,3274,820,2050,738,2.1265,"INLAND"
499,-117.11,33.23,13,5819,919,2228,866,4.9335,"<1H OCEAN"
500,-122.09,38.02,37,1742,339,1128,345,3.8824,"NEAR BAY"
501,-120.4,34.85,26,2384,385,1323,400,4.8185,"<1H OCEAN"
502,-121.43,38.54,42,3321,688,1346,658,2.4618,"INLAND"
503,-119.81,36.79,39,2471,460,1118,431,2.4167,"INLAND"
504,-121.52,38.58,24,938,275,508,253,1.642,"INLAND"
505,-118.39,33.89,30,2532,464,1056,419,6.3434,"<1H OCEAN"
506,-117.2,32.79,29,1213,NA,654,246,4.5987,"NEAR OCEAN"
507,-118.32,33.98,47,1528,331,864,308,1.9732,"<1H OCEAN"
508,-117.13,32.81,26,2119,444,1202,440,3.2308,"NEAR OCEAN"
509,-122.11,37.67,38,1035,247,599,224,3.0917,"NEAR BAY"
510,-122.32,37.54,34,3661,692,1608,656,5.0774,"NEAR OCEAN"
511,-122.42,37.77,52,1176,493,1136,436,1.375,"NEAR BAY"
512,-121.88,36.96,18,4910,817,1971,773,5.8325,"NEAR OCEAN"
513,-119.32,36.33,20,1896,266,674,277,9.0376,"INLAND"
514,-118.04,33.85,23,3132,469,1646,478,5.777,"<1H OCEAN"
515,-118.45,34.05,28,801,399,936,406,2.1875,"<1H OCEAN"
516,-122.27,37.81,40,880,451,582,380,0.977,"NEAR BAY"
517,-118.33,34.09,36,654,186,416,138,3.6953,"<1H OCEAN"
518,-118.28,33.75,41,1305,381,1384,369,2.45,"NEAR OCEAN"
519,-121.97,37.57,21,4342,783,2172,789,4.6146,"<1H OCEAN"
520,-118.11,33.88,35,1623,304,868,272,3.5893,"<1H OCEAN"
521,-117.99,34.06,32,2491,616,2660,595,2.564,"INLAND"
522,-119.64,36.56,34,576,117,363,97,2.0658,"INLAND"
523,-122.18,37.7,35,2562,554,1398,525,3.3906,"NEAR BAY"
524,-117.78,33.69,16,4702,806,2529,814,5.1299,"<1H OCEAN"
525,-119.82,34.43,15,1482,345,669,379,3.0773,"NEAR OCEAN"
526,-121.99,37.39,25,3495,834,2484,797,4.8145,"<1H OCEAN"
527,-116.48,33.96,11,1381,300,644,248,2.3382,"INLAND"
528,-117.11,32.58,21,2894,685,2109,712,2.2755,"NEAR OCEAN"
529,-118.45,34.15,10,1091,260,517,266,4.1727,"<1H OCEAN"
530,-118.56,34.18,36,1366,224,719,270,4.8264,"<1H OCEAN"
531,-121.66,36.68,10,913,265,508,251,0.9914,"<1H OCEAN"
532,-118.33,34.03,39,2840,826,1911,688,1.9018,"<1H OCEAN"
533,-119.02,35.42,40,1912,439,1015,413,1.4598,"INLAND"
534,-122.02,37.97,36,2342,436,1191,416,4,"NEAR BAY"
535,-122.07,38.24,15,7937,1635,4390,1567,3.5464,"INLAND"
536,-121.4,38.62,28,3671,886,1733,820,2.2292,"INLAND"
537,-118.37,34.08,52,1234,223,543,213,6.0338,"<1H OCEAN"
538,-119.18,34.28,17,4526,717,2088,655,5.6885,"NEAR OCEAN"
539,-117.76,33.84,15,3764,510,1448,468,8.7124,"<1H OCEAN"
540,-117.17,32.74,38,5054,1168,2366,1103,2.9422,"NEAR OCEAN"
541,-117.6,33.98,26,1225,199,717,204,2.7284,"INLAND"
542,-124.15,40.79,37,2692,488,1263,486,3.0216,"NEAR OCEAN"
543,-117.09,32.79,36,1529,266,683,260,4.0982,"NEAR OCEAN"
544,-122.18,38.29,18,1953,265,658,270,8.0113,"NEAR BAY"
545,-122.21,37.84,44,3424,597,1358,597,6.0194,"NEAR BAY"
546,-118.17,34.03,43,1636,506,1855,502,2.2902,"<1H OCEAN"
547,-118.93,34.18,18,2730,415,1248,412,6.187,"<1H OCEAN"
548,-121.9,37.4,16,2998,603,1606,615,3.7622,"<1H OCEAN"
549,-117.22,33.22,16,2134,643,1555,560,1.7217,"<1H OCEAN"
550,-121.15,38.21,18,4176,700,2164,699,4.0365,"INLAND"
551,-117.34,34.08,33,4924,1007,3502,953,3.233,"INLAND"
552,-118.42,34.32,30,3027,604,1970,590,4.3409,"<1H OCEAN"
553,-118,33.82,18,2947,559,1820,551,4.5294,"<1H OCEAN"
554,-122.49,37.6,33,3507,669,1697,660,4.0795,"NEAR OCEAN"
555,-117.97,34.08,8,2027,480,1781,447,3.0806,"INLAND"
556,-118.01,33.82,10,3897,893,1992,693,4.1591,"<1H OCEAN"
557,-122.53,37.97,52,1560,451,700,419,2.5125,"NEAR BAY"
558,-117.74,34.04,27,2215,440,1987,449,3.0429,"INLAND"
559,-119.75,34.45,6,2864,NA,1404,603,5.5073,"NEAR OCEAN"
560,-116.87,33.93,32,3141,812,2589,721,1.4556,"INLAND"
561,-122.14,37.73,43,2264,390,931,368,3.8125,"NEAR BAY"
562,-118.18,33.77,36,1833,688,1128,620,1.1483,"NEAR OCEAN"
563,-118.09,33.81,36,1878,323,846,325,7.1937,"<1H OCEAN"
564,-119.37,36.47,26,337,69,277,73,2.3438,"INLAND"
565,-121.59,39.14,41,1492,350,804,353,1.684,"INLAND"
566,-117.18,33.02,15,3540,453,1364,425,13.6623,"NEAR OCEAN"
567,-124.01,40.97,21,1513,319,943,301,3.538,"<1H OCEAN"
568,-121.71,36.9,16,1680,285,1103,275,4.6125,"<1H OCEAN"
569,-118.36,34.08,40,3110,764,1557,763,1.9937,"<1H OCEAN"
570,-121.95,37.81,5,7178,898,2823,907,9.0776,"<1H OCEAN"
571,-118.21,33.97,49,1409,313,1268,317,3.9408,"<1H OCEAN"
572,-121.34,38.66,16,3154,860,1837,793,1.9805,"INLAND"
573,-121.8,40.34,26,4815,910,1341,539,2.881,"INLAND"
574,-118.86,34.07,16,1409,244,970,172,8.0144,"NEAR OCEAN"
575,-117.72,33.49,4,3623,734,1129,530,5.7281,"<1H OCEAN"
576,-116.76,33.46,6,1251,268,544,216,3.0694,"INLAND"
577,-119.01,35.38,52,114,26,158,26,1.075,"INLAND"
578,-122.3,37.92,32,3943,605,1524,614,6.0677,"NEAR BAY"
579,-118.37,33.81,36,1283,209,563,209,6.9296,"NEAR OCEAN"
580,-118.08,33.87,23,2536,552,2012,556,4.1406,"<1H OCEAN"
581,-117.64,34.08,35,1254,241,729,253,3.495,"INLAND"
582,-118.45,33.8,31,4803,575,1490,577,11.9993,"NEAR OCEAN"
583,-122.05,37.34,31,1443,215,627,222,6.6087,"<1H OCEAN"
584,-118.48,34.03,19,902,284,414,272,1.3333,"<1H OCEAN"
585,-121.61,37.03,5,6529,1010,3071,977,5.6754,"<1H OCEAN"
586,-121.7,38.6,16,2372,588,1400,583,2.8922,"INLAND"
587,-120.44,34.95,38,3004,794,2601,747,2.2743,"<1H OCEAN"
588,-119.79,36.7,23,1731,363,1210,341,1.3922,"INLAND"
589,-117.25,33.95,5,13096,2208,6780,2180,4.2775,"INLAND"
590,-118.12,33.91,35,1518,279,857,251,3.6917,"<1H OCEAN"
591,-124.16,40.8,52,2167,480,908,451,1.6111,"NEAR OCEAN"
592,-122.17,37.77,31,2424,533,1360,452,1.871,"NEAR BAY"
593,-118.28,33.96,37,1812,500,1640,447,1.9348,"<1H OCEAN"
594,-117.93,33.93,37,1128,273,931,234,2.8,"<1H OCEAN"
595,-122.08,37.66,37,1997,436,1349,437,2.1382,"NEAR BAY"
596,-118.29,33.91,31,2025,618,2231,593,2.4741,"<1H OCEAN"
597,-121.06,37.66,6,3655,598,1993,596,4.6053,"INLAND"
598,-118.33,33.87,36,2219,406,1219,403,4.2614,"<1H OCEAN"
599,-120.46,34.65,14,885,223,533,224,2.5966,"NEAR OCEAN"
600,-122.15,37.74,49,1325,277,764,282,3.3125,"NEAR BAY"
601,-117.97,33.67,17,4466,640,2166,666,6.979,"<1H OCEAN"
602,-117.89,33.75,31,1205,280,1476,301,4.0231,"<1H OCEAN"
603,-119.52,34.4,20,1834,477,1305,417,3.2125,"NEAR OCEAN"
604,-121.91,39.03,48,1096,218,657,199,2.7841,"INLAND"
605,-121.91,37.43,33,2791,496,1714,485,4.8304,"<1H OCEAN"
606,-117.42,34.09,28,3193,525,1750,523,4.1375,"INLAND"
607,-117.74,34.09,30,3199,591,2192,563,3.4871,"INLAND"
608,-120.63,37.41,27,2083,444,1462,479,2.6439,"INLAND"
609,-121.34,38.69,16,2686,516,1553,529,3.7857,"INLAND"
610,-122.03,37.59,16,4371,889,2530,817,4.6786,"NEAR BAY"
611,-121.06,39.04,15,1999,287,585,246,5.5161,"INLAND"
612,-118.83,34.18,23,5647,786,2050,738,6.3586,"<1H OCEAN"
613,-117.76,33.53,18,3224,561,1310,580,8.4614,"<1H OCEAN"
614,-118.24,33.92,42,328,100,605,87,2.4464,"<1H OCEAN"
615,-122.25,37.81,52,1758,460,686,422,3.1691,"NEAR BAY"
616,-116.53,33.95,18,2990,648,1280,532,2.625,"INLAND"
617,-118.43,34.03,39,1733,429,855,387,3.2308,"<1H OCEAN"
618,-119.4,35.06,21,2213,458,1250,440,2.9187,"INLAND"
619,-119.76,36.78,30,6117,1330,2768,1224,2.1383,"INLAND"
620,-117.75,33.6,5,4944,1164,1727,948,4.9,"<1H OCEAN"
621,-121.21,37.81,12,3667,640,2173,652,5.0369,"INLAND"
622,-118.41,34.18,30,2008,513,1052,496,3.0119,"<1H OCEAN"
623,-118.49,34.11,27,6603,879,2336,868,13.2935,"<1H OCEAN"
624,-118.29,33.8,21,9944,1623,4185,1582,4.526,"<1H OCEAN"
625,-117.74,33.61,16,2753,576,857,546,3.7422,"<1H OCEAN"
626,-119.89,36.73,43,524,93,302,93,2.6146,"INLAND"
627,-117.7,33.5,4,7474,1037,2969,1007,8.7591,"<1H OCEAN"
628,-117.26,32.85,30,3652,499,978,462,8.2374,"NEAR OCEAN"
629,-122.2,37.84,35,2865,460,1072,443,7.4882,"NEAR BAY"
630,-118.1,33.89,36,769,142,498,137,4.7159,"<1H OCEAN"
631,-122.29,37.9,49,1283,238,576,236,3.3333,"NEAR BAY"
632,-117.08,32.69,36,1571,284,1001,268,3.6875,"NEAR OCEAN"
633,-122.35,37.92,36,921,200,585,236,1.9224,"NEAR BAY"
634,-118.27,34.68,19,552,129,314,106,3.2125,"INLAND"
635,-119.81,36.78,52,2281,371,839,367,3.5972,"INLAND"
636,-119.14,34.15,25,2202,390,1415,412,4.43,"NEAR OCEAN"
637,-122.26,37.86,52,3497,832,1493,794,2.9044,"NEAR BAY"
638,-118.24,33.97,43,1357,349,1657,331,2.0819,"<1H OCEAN"
639,-117.18,32.76,52,2023,301,649,285,4.7396,"NEAR OCEAN"
640,-122.43,37.74,52,3328,653,1260,614,4.7437,"NEAR BAY"
641,-120.96,37.48,32,1256,212,682,236,2.9844,"INLAND"
642,-117.43,34.12,7,5954,1071,3567,1070,3.2056,"INLAND"
643,-121.87,37.39,16,2655,487,1862,448,6.057,"<1H OCEAN"
644,-121.99,37.55,28,2414,415,1106,453,4.8403,"<1H OCEAN"
645,-120.42,40.38,26,1652,313,762,280,2.4757,"INLAND"
646,-121.1,39.08,13,1110,216,602,209,2.5887,"INLAND"
647,-121.49,38.58,52,2151,664,1146,603,1.4034,"INLAND"
648,-120.83,35.32,11,3252,701,1814,660,3.2226,"NEAR OCEAN"
649,-118.19,33.84,24,1228,320,537,273,2.25,"NEAR OCEAN"
650,-118.4,33.87,45,2181,505,965,471,5.3816,"<1H OCEAN"
651,-118.56,34.37,23,3927,728,1984,707,4.8536,"<1H OCEAN"
652,-117.01,32.71,20,3506,692,1977,668,2.981,"NEAR OCEAN"
653,-121.46,38.58,52,4408,807,1604,777,3.8914,"INLAND"
654,-122.13,37.72,35,2183,383,976,392,3.8393,"NEAR BAY"
655,-117.25,33.65,10,1652,316,725,233,3.5125,"<1H OCEAN"
656,-122.63,38.23,37,1966,348,875,381,4.0703,"<1H OCEAN"
657,-122.25,37.86,52,1709,318,719,295,5.0463,"NEAR BAY"
658,-117.08,33.08,23,3400,501,1383,488,4.9844,"<1H OCEAN"
659,-119.09,36.21,38,1901,453,1613,400,1.8828,"INLAND"
660,-121.99,37.27,27,2937,497,1454,511,5.4051,"<1H OCEAN"
661,-118.16,33.98,33,1196,313,1448,320,2.9375,"<1H OCEAN"
662,-121.02,37.61,33,1469,370,1318,349,1.7104,"INLAND"
663,-122.32,37.56,49,2016,299,691,288,5.549,"NEAR OCEAN"
664,-122.07,37.39,30,1695,480,932,447,3.5045,"NEAR BAY"
665,-121.89,37.38,3,4778,1047,2522,990,5.7695,"<1H OCEAN"
666,-118.18,34.03,40,2631,698,2920,677,2.0764,"<1H OCEAN"
667,-118.09,33.79,31,4231,617,1694,623,6.6312,"<1H OCEAN"
668,-120.48,34.7,26,3069,518,1524,539,4.3162,"NEAR OCEAN"
669,-117.64,33.49,3,2516,429,781,337,5.6197,"<1H OCEAN"
670,-117.67,33.49,15,2782,579,983,525,2.1935,"<1H OCEAN"
671,-122.22,38.15,7,5129,NA,2824,738,5.5138,"NEAR BAY"
672,-123.32,40.43,15,661,146,131,57,0.4999,"INLAND"
673,-117.91,33.63,20,3442,1526,1427,977,3.1985,"<1H OCEAN"
674,-122.01,38.44,12,2344,354,1035,321,4.9773,"INLAND"
675,-121.96,37.85,10,3209,379,1199,392,12.2478,"INLAND"
676,-121.93,37.24,26,2574,414,1096,428,6.0738,"<1H OCEAN"
677,-122.79,40.75,17,3851,818,1352,560,2.125,"INLAND"
678,-118.08,34.08,38,1889,407,1330,396,3.9219,"<1H OCEAN"
679,-118.26,33.92,40,1076,244,705,255,1.7986,"<1H OCEAN"
680,-117.11,32.7,37,2045,502,1920,472,1.8125,"NEAR OCEAN"
681,-121.36,37.99,8,1801,380,684,350,4.2589,"INLAND"
682,-122.16,37.89,32,1779,241,721,258,8.7589,"NEAR BAY"
683,-117.17,32.79,44,2262,647,3009,657,2.2663,"NEAR OCEAN"
684,-118.16,33.85,36,2668,473,1315,478,4.0714,"<1H OCEAN"
685,-118.41,33.97,37,1629,275,668,266,6.1333,"<1H OCEAN"
686,-122.04,36.97,30,2695,424,1098,420,5.3972,"NEAR OCEAN"
687,-120.35,37.98,4,1658,301,676,278,3.5714,"INLAND"
688,-121.96,37.36,33,2581,623,1598,628,3.5199,"<1H OCEAN"
689,-117.11,33.98,25,1254,312,715,301,2.7344,"INLAND"
690,-118.42,34.01,42,1700,438,997,436,2.9213,"<1H OCEAN"
691,-119.71,34.43,18,1170,372,681,346,2.1974,"<1H OCEAN"
692,-121.04,39,21,4059,730,1874,693,4.8051,"INLAND"
693,-118.28,34.03,26,2107,809,2821,572,0.844,"<1H OCEAN"
694,-120.5,37.3,29,1572,456,1697,429,1.76,"INLAND"
695,-121.95,38.35,16,2084,292,1099,292,5.8269,"INLAND"
696,-117.21,32.8,34,1398,222,532,244,3.7102,"NEAR OCEAN"
697,-115.54,32.99,17,1697,268,911,254,4.3523,"INLAND"
698,-117.92,33.72,17,3318,502,1520,498,5.5501,"<1H OCEAN"
699,-121.92,36.62,52,867,199,391,187,2.6713,"NEAR OCEAN"
700,-118.22,33.94,41,928,249,1108,236,3.4323,"<1H OCEAN"
701,-121.65,39.76,31,1599,318,794,303,3,"INLAND"
702,-118.31,34.08,23,1443,521,1264,450,2.7543,"<1H OCEAN"
703,-122.08,37.36,28,2181,284,728,238,8.2266,"NEAR BAY"
704,-117.3,34.13,52,1859,395,968,333,1.2034,"INLAND"
705,-122.52,37.91,30,4174,739,1818,705,5.5951,"NEAR BAY"
706,-122.43,37.77,52,3944,1072,1913,973,2.9567,"NEAR BAY"
707,-117.16,32.82,28,2291,371,1098,382,4.6875,"NEAR OCEAN"
708,-119.04,35.31,11,2161,371,1267,388,4.1957,"INLAND"
709,-122.42,37.76,46,2150,817,2075,807,1.3824,"NEAR BAY"
710,-117.91,33.76,20,4413,NA,4818,1063,2.8594,"<1H OCEAN"
711,-117.7,34.08,33,4674,791,2769,784,4.1448,"INLAND"
712,-117.34,34.13,29,331,85,341,107,0.7069,"INLAND"
713,-118,33.77,28,2401,503,1155,456,3.5139,"<1H OCEAN"
714,-118.35,33.95,30,2661,765,2324,724,3.0519,"<1H OCEAN"
715,-117.18,33.16,15,5923,1206,3943,1006,3.1793,"<1H OCEAN"
716,-118.24,34.08,52,137,26,65,24,4.025,"<1H OCEAN"
717,-121.84,37.24,18,3574,504,1803,536,6.7836,"<1H OCEAN"
718,-124.18,40.79,39,1836,352,883,337,1.745,"NEAR OCEAN"
719,-118.27,34.16,45,1865,360,973,349,3.6587,"<1H OCEAN"
720,-120.59,38.76,21,1728,417,731,334,1.7266,"INLAND"
721,-118.31,34.09,28,720,267,891,265,1.8977,"<1H OCEAN"
722,-118.02,34.1,36,1928,361,1008,368,4.733,"INLAND"
723,-118.36,33.89,34,760,174,723,198,5.3169,"<1H OCEAN"
724,-118.32,33.79,35,2924,658,1675,602,3.8287,"<1H OCEAN"
725,-118.46,34.07,49,2418,301,850,318,14.2867,"<1H OCEAN"
726,-119.81,36.77,43,2341,395,890,375,3.4265,"INLAND"
727,-120.46,38.09,16,3758,715,1777,615,3,"INLAND"
728,-119.4,37.09,22,2211,477,773,288,3.3269,"INLAND"
729,-117.65,34.13,24,2121,296,913,302,5.9328,"INLAND"
730,-122.21,37.83,40,4991,674,1616,654,7.5544,"NEAR BAY"
731,-119.55,36.6,18,2379,448,1638,436,2.309,"INLAND"
732,-120.97,37.64,42,2359,504,1131,480,2.0833,"INLAND"
733,-122.65,38.37,15,1848,280,786,282,5.7204,"<1H OCEAN"
734,-120.62,35.12,22,1240,294,768,288,2.655,"<1H OCEAN"
735,-118.35,34.09,42,2210,643,1228,605,2.5982,"<1H OCEAN"
736,-118.49,34.04,31,4066,951,1532,868,4.8125,"<1H OCEAN"
737,-118.21,33.8,45,1160,274,1095,269,2.7308,"NEAR OCEAN"
738,-119.72,34.43,27,984,299,777,313,2.5694,"<1H OCEAN"
739,-117.43,34.02,33,3084,570,1753,449,3.05,"INLAND"
740,-122.27,37.9,52,2041,270,671,253,6.9414,"NEAR BAY"
741,-118.34,33.99,48,2009,335,919,297,4.8125,"<1H OCEAN"
742,-118.85,34.14,16,4109,543,1409,560,8.1064,"<1H OCEAN"
743,-120.67,35.29,44,2236,411,1036,437,3.0833,"NEAR OCEAN"
744,-117.13,32.79,35,1458,262,723,257,4.2098,"NEAR OCEAN"
745,-117.26,33.06,11,2660,352,1226,366,7.6832,"NEAR OCEAN"
